2016-07-12,17:17:33,A,S,2254.7115,W,04310.5791,01.3,241.5,A,06.4,013.0,131.4,---.-,---.-,-00.8
2016-07-12,17:17:35,A,S,2254.7148,W,04310.5785,01.0,180.0,A,06.4,013.0,167.0,---.-,---.-,-01.0
2016-07-12,17:17:37,A,S,2254.7185,W,04310.5778,00.4,174.9,A,06.4,013.0,161.9,---.-,---.-,-00.4
2016-07-12,17:17:40,A,S,2254.7281,W,04310.5747,00.2,168.2,A,06.5,013.0,155.2,---.-,---.-,-00.2
2016-07-12,17:17:42,A,S,2254.7275,W,04310.5754,00.1,170.0,A,06.6,013.0,157.0,---.-,---.-,-00.1
2016-07-12,17:17:44,A,S,2254.7266,W,04310.5769,00.0,172.3,A,06.5,013.0,159.3,---.-,---.-,-00.0
2016-07-12,17:17:46,A,S,2254.7261,W,04310.5778,00.0,176.7,A,06.4,013.0,163.7,---.-,---.-,-00.0
2016-07-12,17:17:48,A,S,2254.7262,W,04310.5780,00.1,181.3,A,06.4,013.0,168.3,---.-,---.-,-00.1
2016-07-12,17:17:51,A,S,2254.7265,W,04310.5779,00.2,298.4,A,06.4,013.0,074.5,---.-,---.-,+00.0
2016-07-12,17:17:53,A,S,2254.7263,W,04310.5787,00.1,289.1,A,06.4,013.0,083.8,---.-,---.-,+00.0
2016-07-12,17:17:55,A,S,2254.7260,W,04310.5794,00.0,273.2,A,06.5,013.0,099.7,---.-,---.-,-00.0
2016-07-12,17:17:56,A,S,2254.7260,W,04310.5796,00.0,273.4,A,06.5,013.0,099.5,---.-,---.-,-00.0
2016-07-12,17:17:59,A,S,2254.7263,W,04310.5798,00.0,269.9,A,06.5,013.0,103.0,---.-,---.-,-00.0
2016-07-12,17:18:01,A,S,2254.7265,W,04310.5795,00.0,269.9,A,06.5,013.0,103.0,---.-,---.-,-00.0
2016-07-12,17:18:05,A,S,2254.7264,W,04310.5785,00.3,111.5,A,06.6,013.0,098.5,---.-,---.-,-00.0
2016-07-12,17:18:07,A,S,2254.7264,W,04310.5782,00.2,097.2,A,06.8,013.0,084.2,---.-,---.-,+00.0
2016-07-12,17:18:09,A,S,2254.7263,W,04310.5780,00.2,090.0,A,06.9,013.0,077.0,---.-,---.-,+00.0
2016-07-12,17:18:11,A,S,2254.7260,W,04310.5780,00.0,067.3,A,06.7,013.0,054.3,---.-,---.-,+00.0
2016-07-12,17:18:13,A,S,2254.7259,W,04310.5780,00.0,058.9,A,06.6,013.0,045.9,---.-,---.-,+00.0
2016-07-12,17:18:15,A,S,2254.7256,W,04310.5779,00.1,034.6,A,06.5,013.0,021.6,---.-,---.-,+00.0
2016-07-12,17:18:17,A,S,2254.7255,W,04310.5775,00.1,035.6,A,06.4,013.0,022.6,---.-,---.-,+00.1
2016-07-12,17:18:19,A,S,2254.7254,W,04310.5767,00.1,054.1,A,06.4,013.0,041.1,---.-,---.-,+00.1
2016-07-12,17:18:21,A,S,2254.7256,W,04310.5760,00.1,077.7,A,06.4,013.0,064.7,---.-,---.-,+00.0
2016-07-12,17:18:23,A,S,2254.7257,W,04310.5756,00.1,085.0,A,06.5,013.0,072.0,---.-,---.-,+00.0
2016-07-12,17:18:25,A,S,2254.7255,W,04310.5755,00.0,090.0,A,06.6,013.0,077.0,---.-,---.-,+00.0
2016-07-12,17:18:27,A,S,2254.7255,W,04310.5753,00.1,090.0,A,06.5,013.0,077.0,---.-,---.-,+00.0
2016-07-12,17:18:29,A,S,2254.7250,W,04310.5756,00.1,068.4,A,06.4,013.0,055.4,---.-,---.-,+00.0
2016-07-12,17:18:31,A,S,2254.7246,W,04310.5764,00.1,339.7,A,06.4,013.0,033.2,Q00.0,+00.0,+00.1
2016-07-12,17:18:35,A,S,2254.7247,W,04310.5770,00.0,300.0,A,06.4,013.0,072.9,Q00.8,-00.9,+00.0
2016-07-12,17:18:37,A,S,2254.7247,W,04310.5770,00.0,297.0,A,06.5,013.0,075.9,Q00.8,-00.9,+00.0
2016-07-12,17:18:39,A,S,2254.7249,W,04310.5771,00.0,274.1,A,06.5,013.0,098.8,L00.3,-00.8,-00.0
2016-07-12,17:18:41,A,S,2254.7254,W,04310.5772,00.0,222.6,A,06.5,013.0,150.3,L00.8,-00.9,-00.0
2016-07-12,17:18:43,A,S,2254.7259,W,04310.5771,00.0,192.9,A,06.5,013.0,179.9,L00.8,-00.9,-00.0
2016-07-12,17:18:45,A,S,2254.7263,W,04310.5770,00.0,180.0,A,06.6,013.0,167.0,L00.8,-00.9,-00.0
2016-07-12,17:18:47,A,S,2254.7268,W,04310.5769,00.0,177.4,A,06.8,013.0,164.4,L00.8,-00.9,-00.0
2016-07-12,17:18:49,A,S,2254.7274,W,04310.5769,00.1,175.7,A,06.9,013.0,162.7,L07.6,-00.1,-00.1
2016-07-12,17:18:51,A,S,2254.7276,W,04310.5768,00.1,170.4,A,06.7,013.0,157.4,L07.1,+00.0,-00.1
2016-07-12,17:18:53,A,S,2254.7280,W,04310.5768,00.2,172.5,A,06.6,013.0,159.5,L07.1,+00.0,-00.2
2016-07-12,17:18:55,A,S,2254.7280,W,04310.5768,00.1,173.8,A,06.5,013.0,160.8,L07.1,+00.0,-00.1
2016-07-12,17:18:57,A,S,2254.7281,W,04310.5770,00.0,184.0,A,06.4,013.0,171.0,L07.1,+00.0,-00.0
2016-07-12,17:18:59,A,S,2254.7279,W,04310.5775,00.0,227.8,A,06.4,013.0,145.1,R10.0,-01.7,-00.0
2016-07-12,17:19:01,A,S,2254.7278,W,04310.5781,00.0,260.5,A,06.4,013.0,112.4,R11.2,-00.8,-00.0
2016-07-12,17:19:03,A,S,2254.7275,W,04310.5788,00.0,285.1,A,06.5,013.0,087.8,F11.2,-00.8,+00.0
2016-07-12,17:19:05,A,S,2254.7274,W,04310.5797,00.2,282.6,A,06.6,013.0,090.3,R11.2,-00.8,-00.0
2016-07-12,17:19:07,A,S,2254.7269,W,04310.5800,00.1,293.4,A,06.6,013.0,079.5,F11.2,-00.8,+00.0
2016-07-12,17:19:09,A,S,2254.7265,W,04310.5801,00.0,300.3,A,06.5,013.0,072.6,F00.2,-14.8,+00.0
2016-07-12,17:19:11,A,S,2254.7262,W,04310.5805,00.0,305.8,A,06.4,013.0,067.1,Q19.5,-28.5,+00.0
2016-07-12,17:19:13,A,S,2254.7259,W,04310.5807,00.0,312.4,A,06.4,013.0,060.5,F01.0,-16.8,+00.0
2016-07-12,17:19:15,A,S,2254.7252,W,04310.5810,00.0,331.4,A,06.4,013.0,041.5,F01.0,-16.8,+00.0
2016-07-12,17:19:17,A,S,2254.7247,W,04310.5810,00.1,337.2,A,06.4,013.0,035.7,F01.0,-16.8,+00.1
2016-07-12,17:19:19,A,S,2254.7239,W,04310.5814,00.3,335.2,A,06.5,013.0,037.7,F01.0,-16.8,+00.2
2016-07-12,17:19:21,A,S,2254.7235,W,04310.5816,00.2,339.4,A,06.5,013.0,033.5,F01.0,-16.8,+00.2
2016-07-12,17:19:23,A,S,2254.7233,W,04310.5819,00.2,336.9,A,06.5,013.0,036.0,F00.0,-10.5,+00.1
2016-07-12,17:19:25,A,S,2254.7233,W,04310.5822,00.0,329.8,A,06.5,013.0,043.1,F01.2,+12.1,+00.0
2016-07-12,17:19:27,A,S,2254.7234,W,04310.5824,00.0,315.2,A,06.6,013.0,057.7,Q01.3,+09.6,+00.0
2016-07-12,17:19:29,A,S,2254.7237,W,04310.5828,00.1,278.8,A,06.8,013.0,094.1,L11.1,-01.0,-00.0
2016-07-12,17:19:31,A,S,2254.7241,W,04310.5833,00.1,249.0,A,06.9,013.0,123.9,L00.0,-00.8,-00.0
2016-07-12,17:19:33,A,S,2254.7244,W,04310.5834,00.0,231.4,A,06.7,013.0,141.5,R01.0,-00.9,-00.0
2016-07-12,17:19:35,A,S,2254.7249,W,04310.5835,00.1,216.8,A,06.6,013.0,156.1,R00.3,-00.6,-00.1
2016-07-12,17:19:37,A,S,2254.7252,W,04310.5833,00.0,204.7,A,06.5,013.0,168.2,R00.8,-00.9,-00.0
2016-07-12,17:19:39,A,S,2254.7258,W,04310.5831,00.1,187.4,A,06.4,013.0,174.4,R00.3,-00.8,-00.1
2016-07-12,17:19:41,A,S,2254.7264,W,04310.5828,00.1,168.6,A,06.4,013.0,155.6,R00.9,-00.7,-00.1
2016-07-12,17:19:43,A,S,2254.7269,W,04310.5824,00.1,159.7,A,06.4,013.0,146.7,R00.7,-00.8,-00.1
2016-07-12,17:19:45,A,S,2254.7270,W,04310.5824,00.1,154.2,A,06.5,013.0,141.2,R00.0,-00.8,-00.1
2016-07-12,17:19:47,A,S,2254.7270,W,04310.5823,00.1,152.8,A,06.6,013.0,139.8,R00.7,-00.9,-00.1
2016-07-12,17:19:49,A,S,2254.7271,W,04310.5822,00.0,147.4,A,06.5,013.0,134.4,R00.2,-00.8,-00.0
2016-07-12,17:19:51,A,S,2254.7271,W,04310.5822,00.0,141.7,A,06.4,013.0,128.7,R00.4,-00.8,-00.0
