2016-06-28,06:00:00,A,N,3118.0942,E,12129.8952,01.2,---.-,A,02.1,348.9,---.-,L06.5,+14.3,---.-
2016-06-28,06:00:02,A,N,3118.0935,E,12129.8966,00.3,127.9,A,02.1,348.9,139.0,L11.3,+13.9,-00.2
2016-06-28,06:00:04,A,N,3118.0933,E,12129.8975,00.1,115.0,A,02.1,349.0,126.0,L14.3,+09.0,-00.0
2016-06-28,06:00:06,A,N,3118.0927,E,12129.8982,00.1,122.5,A,02.0,348.7,133.8,L10.0,-34.0,-00.1
2016-06-28,06:00:08,A,N,3118.0922,E,12129.8988,00.0,125.3,A,02.0,347.9,137.4,L17.0,+17.8,-00.0
2016-06-28,06:00:10,A,N,3118.0917,E,12129.8993,00.1,127.9,A,01.9,346.9,141.0,L54.3,+07.2,-00.1
2016-06-28,06:00:12,A,N,3118.0916,E,12129.8996,00.1,126.5,A,01.7,350.6,135.9,L05.3,-17.2,-00.1
2016-06-28,06:00:14,A,N,3118.0915,E,12129.8998,00.1,132.4,A,01.6,355.1,137.3,L03.4,+04.6,-00.1
2016-06-28,06:00:16,A,N,3118.0914,E,12129.8997,00.3,135.4,A,01.9,004.1,131.3,L62.3,-07.4,-00.2
2016-06-28,06:00:18,A,N,3118.0914,E,12129.8996,00.2,139.4,A,02.0,012.3,127.1,R22.5,-35.6,-00.1
2016-06-28,06:00:20,A,N,3118.0915,E,12129.8995,00.2,139.4,A,02.1,019.7,119.7,L09.2,-39.4,-00.1
2016-06-28,06:00:22,A,N,3118.0917,E,12129.8992,00.1,286.3,A,02.1,022.8,096.4,R05.2,-20.7,-00.0
2016-06-28,06:00:24,A,N,3118.0918,E,12129.8991,00.0,296.6,A,02.3,026.8,090.1,L04.5,+19.3,-00.0
2016-06-28,06:00:26,A,N,3118.0922,E,12129.8984,00.1,305.7,A,02.4,030.2,084.4,F00.7,-48.7,+00.0
2016-06-28,06:00:28,A,N,3118.0925,E,12129.8979,00.1,307.1,A,02.6,032.7,085.5,F04.2,-27.3,+00.0
2016-06-28,06:00:30,A,N,3118.0928,E,12129.8974,00.1,305.9,A,02.7,035.6,089.6,Q01.2,-45.4,+00.0
2016-06-28,06:00:32,A,N,3118.0930,E,12129.8971,00.1,305.9,A,02.8,040.5,094.5,L05.0,-14.1,-00.0
2016-06-28,06:00:34,A,N,3118.0933,E,12129.8968,00.0,307.3,A,02.7,044.9,097.5,L11.4,-15.3,-00.0
2016-06-28,06:00:36,A,N,3118.0932,E,12129.8971,00.0,311.9,A,02.7,043.3,091.3,L22.3,-16.2,-00.0
2016-06-28,06:00:38,A,N,3118.0931,E,12129.8973,00.0,319.4,A,03.0,039.7,080.2,Q18.0,-05.6,+00.0
2016-06-28,06:00:40,A,N,3118.0930,E,12129.8974,00.1,000.0,A,03.2,036.9,036.9,Q04.6,-26.3,+00.0
2016-06-28,06:00:42,A,N,3118.0928,E,12129.8977,00.0,111.3,A,03.1,035.9,075.4,Q04.2,+06.2,+00.0
2016-06-28,06:00:44,A,N,3118.0925,E,12129.8982,00.0,123.7,A,02.9,036.3,087.4,F10.4,+08.4,+00.0
2016-06-28,06:00:46,A,N,3118.0924,E,12129.8986,00.1,121.9,A,02.7,035.5,086.4,F29.7,+08.7,+00.0
2016-06-28,06:00:48,A,N,3118.0923,E,12129.8987,00.1,123.7,A,02.5,033.3,090.4,L25.2,+08.1,-00.0
2016-06-28,06:00:50,A,N,3118.0924,E,12129.8987,00.1,118.3,A,02.5,030.9,087.4,F27.6,+11.7,+00.0
2016-06-28,06:00:52,A,N,3118.0922,E,12129.8988,00.0,122.5,A,02.4,031.7,090.8,L25.9,+08.4,-00.0
2016-06-28,06:00:54,A,N,3118.0920,E,12129.8991,00.0,123.0,A,02.3,034.6,088.4,F30.5,+08.4,+00.0
2016-06-28,06:00:56,A,N,3118.0919,E,12129.8992,00.1,134.2,A,02.2,036.7,097.5,L34.2,+07.9,-00.0
2016-06-28,06:00:58,A,N,3118.0919,E,12129.8992,00.0,133.1,A,02.1,035.5,097.6,L27.3,+00.3,-00.0
2016-06-28,06:01:00,A,N,3118.0918,E,12129.8991,00.1,150.3,A,01.9,023.7,126.6,R28.5,+29.5,-00.0
2016-06-28,06:01:02,A,N,3118.0917,E,12129.8991,00.0,152.8,A,01.8,019.5,133.3,R22.1,+59.2,-00.0
2016-06-28,06:01:04,A,N,3118.0915,E,12129.8993,00.1,161.1,A,01.8,023.7,137.4,L84.6,+61.6,-00.1
